julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
16.03.2017;Carrier of Big Green Egg MiniMax;;;Tavara;Keittiötarvike;0665719115720;Muut ulkoiset vammat;Palautusmenettely;RES-20170105-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=33884;Toiminnanharjoittaja on oma-aloitteisesti ottanut yhteyttä tuotteen ostaneisiin asiakkaisiin tuotteen korjaamiseksi. Toiminnanharjoittaja Suomen Sähkötuonti Oy antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista. Lisäksi tuotteella on ollut muitakin maahantuojia/jälleenmyyjiä, näidenkin osalta kuluttajan kannattaa olla yhteydessä tuotteen ostopaikkaan.;Suomen Sähkötuonti Oy ,Maahantuoja,Elimäenkatu 9 B,00510,HELSINKI;;Tuotteen kantokahvojen hitsikiinnitys ei ole riittävän vahva, josta johtuen kahva saattaa irrota tuotetta nostettaessa.;Toiminnanharjoittaja on oma-aloitteisesti korjannut markkinoilla olevat tuotteet ja tiedottanut tuotteen ostaneita kuluttajia, sekä toimittanut osat tuotteen korjaamiseksi.
24.03.2017;Nevercold;Montana (latauslaite: HXY-042V1200A);Input: 100-240 VAC, 50/60 Hz, 0.5 A Max, class II, Output: 4.2 V d.c., 1.2 A;Lelut, vapaa-aika, urheilu;Lämmitettävät Pohjalliset;6430038643735;Sähköisku;Markkinoilta poisto;JAT-20161201-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=33047,http://marek.tukes.fi/Tuote.aspx?kuvaid=33045,http://marek.tukes.fi/Tuote.aspx?kuvaid=33046;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Kartanokuva Oy ,Maahantuoja,Ratamotie 66,90800,OULU;;Tuotteen latauslaitteen eristys ei täytä vaatimuksia. Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60950-1 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
24.03.2017;Star Trading Plantlight LED;357-31 ST350;DR - 5W-E27, 100 - 240VAC, 50-60Hz;Lamput;LED-lamppu;73911482357311;Sähköisku;Palautusmenettely;YNS-20161209-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=33455,http://marek.tukes.fi/Tuote.aspx?kuvaid=33451,http://marek.tukes.fi/Tuote.aspx?kuvaid=33452;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Noortrade Oy Ab ,Maahantuoja,Hallimestarinkatu 2,20780,KAARINA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=1694,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=1695;Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 62560 vaatimuksia.Lampussa on riittämätön erotus verkkojännitteisten osien ja kosketeltavien metalliosien välillä.;Tukesin tekemä palautusmenettelyä koskeva päätös.
24.03.2017;Lena Lighting;Saturn / LL-124143;75W-E27, 230V, 50Hz, class II, IP54;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin;5905963124143;Sähköisku;Markkinoilta poisto;JAT-20161102-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=33548,http://marek.tukes.fi/Tuote.aspx?kuvaid=33537,http://marek.tukes.fi/Tuote.aspx?kuvaid=33539,http://marek.tukes.fi/Tuote.aspx?kuvaid=33538;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Noortrade Oy Ab ,Maahantuoja,Hallimestarinkatu 2,20780,KAARINA;;Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-2-1 vaatimuksia.Tuote ei täytä kotelointiluokan IPX4 (roiskevesikoe) vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
24.03.2017;Sunlite / Innov (muuntaja);Sunlite White 7W / IVP2400-0350WG (muuntaja);Valaisin: DS-7W, 24V, class III, IP54 / Verkkoliitäntäkoje: 100-240V, 50-60Hz, 0,5A, 24V/0,35A, class II, IP20;Valaisimet ja valaisintarvikkeet;Kasvivalaisin LED;7350067690304;Sähköisku;Myyntikielto;YNS-20161011-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=33446,http://marek.tukes.fi/Tuote.aspx?kuvaid=33442,http://marek.tukes.fi/Tuote.aspx?kuvaid=33443;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Plantagen Finland Oy ,Maahantuoja,Hagelstamintie 33,01520,VANDA;;Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-2-4 vaatimuksia. Tuotteessa on riittämätön erotus verkkojännitteisten osien ja kosketeltavien metalliosien välillä.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
24.03.2017;Elife;S4199904;2xFSD-11-G23, 230V, 50Hz, class II, IP44;Valaisimet ja valaisintarvikkeet;Katto- tai seinävalaisin;;Sähköisku;Markkinoilta poisto;JAT-20161130-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=33505,http://marek.tukes.fi/Tuote.aspx?kuvaid=33501,http://marek.tukes.fi/Tuote.aspx?kuvaid=33502;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;El-Parts Oy ,Maahantuoja,Högberginhaara 9,04360,TUUSULA;;Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-2-1 vaatimuksia. Tuote ei täytä kotelointiluokan IPX4 (roiskevesikoe) vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
24.03.2017;Powerled;EBLED-10S;DS-10W, 220-240V, 50/60 Hz, Class I, IP44;Valaisimet ja valaisintarvikkeet;Työmaavalaisin;6438148013707;Sähköisku;Myyntikielto;JAT-20161007-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=33462,http://marek.tukes.fi/Tuote.aspx?kuvaid=33460,http://marek.tukes.fi/Tuote.aspx?kuvaid=33461;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Verkkokauppa.com Oyj ,Maahantuoja,Tyynenmerenkatu 11,00220,HELSINKI;;Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-2-5 vaatimuksia. Tuotteen liitäntäjohdon vedonpoisto ei kestä vetotestiä.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
24.03.2017;BRIGHT;1-92288;DS-20W, 220-240V, 0,1A, 50/60Hz, class II, IP54, ta 40°C;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6438255922886;Sähköisku;Markkinoilta poisto;YNS-20161212-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=33344,http://marek.tukes.fi/Tuote.aspx?kuvaid=33340,http://marek.tukes.fi/Tuote.aspx?kuvaid=33342;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Brand2Star  Oy Brandstar,Maahantuoja,Kannistontie 138 ,33880,LEMPÄÄLÄ;;Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-2-4 vaatimuksia. Tuote ei täytä kotelointiluokan IPX4 (roiskevesikoe) vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
22.03.2017;LED´s Light Pro;230001;DB-11W, 230V, 50Hz, class II, IP65;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;8718692540965;Sähköisku;Palautusmenettely;JAT-20161115-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=33360,http://marek.tukes.fi/Tuote.aspx?kuvaid=33357,http://marek.tukes.fi/Tuote.aspx?kuvaid=33358,http://marek.tukes.fi/Tuote.aspx?kuvaid=33366;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä ja myös loppukäyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Etherma Skandinavia Oy ,Maahantuoja,Koivupuistontie 16,01510,VANTAA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2698,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2699;Valaisimen liitäntäjohto (H07RN-F 2x1.5mm²) ei kestä standardien EN 50525-2-21 ja EN 50363-2-1 mukaista taivutuskoetta alhaisessa lämpötilassa.Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-1 vaatimuksia.;Tukesin tekemä palautusmenettelyä koskeva päätös.
22.03.2017;LED´s Light Pro;230025;DB-66W, 230V, 50Hz, class II, IP65;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;8718692543515;Sähköisku;Markkinoilta poisto;JAT-20161115-05;http://marek.tukes.fi/Tuote.aspx?kuvaid=33383,http://marek.tukes.fi/Tuote.aspx?kuvaid=33380,http://marek.tukes.fi/Tuote.aspx?kuvaid=33381,http://marek.tukes.fi/Tuote.aspx?kuvaid=33400;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Etherma Skandinavia Oy ,Maahantuoja,Koivupuistontie 16,01510,VANTAA;;Valonheittimen liitäntäjohto (QIAOPU®+, H07RN-F 2x1.5mm²) ei kestä standardien EN 50525-2-21 ja EN 50363-2-1 mukaista taivutuskoetta alhaisessa lämpötilassa.Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-1 vaatimuksia.;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
27.03.2017;Zodiak Power Led;S202B;DB-20W, 220-240V, 50Hz, class I, IP44;Valaisimet ja valaisintarvikkeet;Valonheitin, LED;6438168092720;Sähköisku;Myyntikielto;JAT-20161115-07;http://marek.tukes.fi/Tuote.aspx?kuvaid=33356,http://marek.tukes.fi/Tuote.aspx?kuvaid=33353,http://marek.tukes.fi/Tuote.aspx?kuvaid=33354;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Scandic Trading House Oy Ltd ,Maahantuoja,Yrittäjänkaari 7,30420,FORSSA;;Pintaväli LED-moduulin verkkojännitteisistä osista kosketeltaviin metalliosiin ei täytä tuotestandardissa annettuja vaatimuksia. Tuote ei täytä sähköturvallisuuslain (410/1996) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598-1 vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
04.04.2017;Apaja;Fileerauskäsine, tuotenumero 129499;;Tavara;Suojakäsine;;Leikkautuminen/viiltyminen;Markkinoilta poisto;KAS-20170130-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=35137,http://marek.tukes.fi/Tuote.aspx?kuvaid=35138,http://marek.tukes.fi/Tuote.aspx?kuvaid=35139;Tukes on päätöksellään velvoittanut toiminnanharjoittajaa ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.;Tammer-Tukku Oy ,Maahantuoja,Viinikankatu 36,33800,TAMPERE;;Tuote ei täytä henkilönsuojaimille asetettuja muodollisia vaatimuksia.;Tukes on antanut toiminnanharjoittajalle määräyksen poistaa tämä tuote markkinoilta.
04.04.2017;Rapala;Fileerauskäsine, mallit: BPFG S, BPFG M ja BPFG L;;Tavara;Suojakäsine;;Leikkautuminen/viiltyminen;Markkinoilta poisto;KAS-20170130-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=35140,http://marek.tukes.fi/Tuote.aspx?kuvaid=35141,http://marek.tukes.fi/Tuote.aspx?kuvaid=35142;Tukes on päätöksellään velvoittanut toiminnanharjoittajaa ryhtymään toimenpiteisiin, joilla myymättömät tuotteet saadaan kerätyksi pois markkinoilta. Puute tuotteen turvallisuudessa on kuluttajansuojalain mukainen tavaran virhe. Virheen oikaisussa ohjeita ja sovitteluapua antaa kuluttajaneuvonta www.kkv.fi/kuluttajaneuvonta.;Normark Suomi Oy ,Valmistaja,Aholaidantie 3 ,40320,JYVÄSKYLÄ;;Tuote ei täytä henkilönsuojaimille asetettuja muodollisia vaatimuksia.;Tukes on antanut toiminnanharjoittajalle määräyksen poistaa tämä tuote markkinoilta.
05.04.2017;Popcorn Maker;283943;220-240V, 50Hz,1200W;Kotitalouslaitteet;Popcornkone;6410412839435;Sähköisku;Markkinoilta poisto;JAT-20160928-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=32866,http://marek.tukes.fi/Tuote.aspx?kuvaid=32862,http://marek.tukes.fi/Tuote.aspx?kuvaid=32865;Määräyksellä poistaa tuote markkinoilta maahantuoja on velvoitettu lopettamaan tuotteen myynnin ja muun luovuttamisen sekä keräämään sen pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tammer-Tukku Oy ,Maahantuoja,Viinikankatu 36,33800,TAMPERE;;Vikatilanteessa ei laitteen lämpösulake toiminut riittävän nopeasti, tämän seurauksena laitteen runko suli niin pahoin että jännitteiset osat tulivat suoraan kosketeltaviksi.Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60335 vaatimuksia;Tukesin päätöksellä tuote on määrätty poistettavaksi markkinoilta.
06.04.2017;Fluorisoiva LED-valomainostaulu;255812 (liitäntälaite: BX-1201000);100-240V, 50/60Hz, 12VDC, 1000mA, Class II, IP20;Orkesteri- ja estradilaitteet;Led-valotaulu;6410412558121;Sähköisku;Myyntikielto;JAT-20161026-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=32874,http://marek.tukes.fi/Tuote.aspx?kuvaid=32870,http://marek.tukes.fi/Tuote.aspx?kuvaid=32872;Myyntikieltopäätöksellä maahantuoja on määrätty lopettamaan tuotteen myynnin ja muun luovuttamisen eli uudet toimitukset jälleenmyyjille. Koska tuotteesta ei aiheudu välitöntä vaaraa hengelle, terveydelle tai omaisuudelle, maahantuojaa ei ole velvoitettu keräämään tätä tuotetta pois jälleenmyyjiltä tai loppukäyttäjiltä. Kuluttaja voi kuitenkin kuluttajasuojalain mukaan palauttaa tuotteen virheellisenä (turvallisuusvaatimusten vastaisena) ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voi tehdä, on myyjällä oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Menettelystä on kerrottu tarkemmin kuluttajansuojalaissa.;Tammer-Tukku Oy ,Maahantuoja,Viinikankatu 36,33800,TAMPERE;;Verkkojännitemuuntajan pistotulpan kosketintapit eivät täytä niiden mekaaniselle lujuudelle asetettuja vaatimuksia.Tuote ei täytä sähköturvallisuuslain (1135/2016) eikä tuotetta koskevan eurooppalaisen harmonisoidun standardin EN 60598 vaatimuksia.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
10.04.2017;Baby Gift set Beibeqi;9108, 9102, 9103, 9109, 9114, 9116, 9120;;Tavara;Vauvalelu;;Tukehtuminen;Palautusmenettely;APO-20161024-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=35143;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;Toytrade Tammer-Tukku Oy:n aputoiminimi,Maahantuoja,Viinikankatu 36,,;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2694,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2695;Tuotteesta voi irrota pieniä osia, joista voi aiheutua lapsille tukehtumisvaara.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
10.04.2017;Estrella Micropop Voinmakuinen 3-pack;3 x 90g;Erät, joiden parasta ennen päiväys on 2.1.2018 sekä 7.2.2018;Tavara;Popcornpussi;7310532160503;Palo;Palautusmenettely;JYP-20170330-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=35144;Poista tuote käytöstä välittömästi! Toiminnanharjoittaja on oma-aloitteisesti suorittanut toimenpiteet, joiden avulla markkinoilla (myynnissä) ja loppukäyttäjillä jo olevat tuotteet saadaan kerättyä takaisin. Toiminnanharjoittaja antaa lisätietoja toimintaohjeista, tuotteen aiheutumasta vaarasta sekä jälleenmyyntipaikoista.;Oy Estrella ,Maahantuoja,Arvsvägen 2 ,01510,VANTAA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2696,http://marek.tukes.fi/Tuote.aspx?asiakirjaid=2697;Tuotteen sisäpakkauksen painomusteessa on havaittu laatuvirhe, joka saattaa aiheuttaa tuotetta mikroaaltouunissa valmistettaessa tulipalovaaran.;Toiminnanharjoittaja on oma-aloitteisesti ryhtynyt tätä tuotetta koskevaan palautusmenettelyyn. Yritys pyytää kuluttajia palauttamaan tuotteet ja kerää tuotteet pois kuluttajilta sekä myynnistä ja muusta jakelusta.
